uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text
https://krisha.kz//a/show/679522554,1,3,6,Северное кольцо,86/15,44.1,nan,nan,монолитный,11.4,nan,хорошее,2016,Северное кольцо,Алматы,Алатауский,nan,nan,балкон,True,металлическая,совмещенный,паркинг,nan,ламинат,False,2.7,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,26000000,False,10,False,Основные мебели остаются!
https://krisha.kz//a/show/676320695,3,1,5,Карасай батыра,221,58.0,Радостовца,nan,панельный,6.0,nan,хорошее,1977,nan,Алматы,Алмалинский,нет,ADSL,балкон,True,бронированная,совмещенный,рядом охраняемая стоянка,nan,паркет,False,2.8,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,41200000,False,9,False,"Кондиционер, пластиковые окна, удобно под коммерцию, неугловая, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор.
Трёхкомнатную квартиру в хорошем состоянии чистая уютная теплая зимой летом прохладно можно заехать и жить. В подъезде недавно сделали ремонт, новые детские площадки, освещение по всему двору очень светло. Или удобно для коммерции, рядом все есть школы детские сады, оптовка, Магнум, парк Ганди. Торг уместен."
https://krisha.kz//a/show/679160582,2,4,4,улица Пятницкого,83,43.0,Саина,Таугуль,кирпичный,8.0,nan,nan,1970,nan,Алматы,Ауэзовский,nan,nan,nan,True,металлическая,совмещенный,nan,nan,nan,False,2.5,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,32000000,False,9,False,"Пластиковые окна, улучшенная, встроенная кухня, счётчики, тихий двор.
Продам квартиру в верхней части города. Перепланировка узаконена, план новый. Дом из кирпича. Кровля полностью заменена, угол квартиры утеплён снаружи. Тёплая, чистая и уютная квартира. Частично мебелирована. С риэлтороми не сотрудничаем! Просмотр по предварительному звонку."
https://krisha.kz//a/show/677684598,4,6,18,Навои,208/6,138.3,Торайгырова,nan,монолитный,17.5,nan,хорошее,2015,Шахристан,Алматы,Бостандыкский,есть возможность подключения,проводной,несколько балконов или лоджий,False,бронированная,2 с/у и более,паркинг,nan,ламинат,False,2.95,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,125000000,False,32,False,"Кондиционер, пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.
Уютная' светлая с хорошим ремонтом квартира' заказные двери и мебель. 
2 санузла' гардеробная' многофункциональный тренажёр'техника всё остаётся в квартире 
реальному покупателю -торг"
https://krisha.kz//a/show/678635609,3,2,4,nan,nan,57.0,Тимирязева Шашкина,Коктем-1,панельный,6.0,nan,среднее,1970,nan,Алматы,Бостандыкский,отдельный,через TV кабель,балкон,True,металлическая,раздельный,рядом охраняемая стоянка,nan,линолеум,False,2.7,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,35000000,False,8,False,"Пластиковые окна, кладовка, тихий двор, счётчики.
Слишком особенный для нас, все в шаговом доступности, университет, школа, садик, трц, речка для прогулки, все есть! Что ещё нужно) приезжай цену не ломай) оплачивай и живи с удовольствием."
https://krisha.kz//a/show/679348478,1,2,10,Тургут Озала,261,40.3,nan,nan,монолитный,nan,nan,черновая отделка,2022,Флэтхаус Freedom,Алматы,Бостандыкский,nan,nan,nan,False,nan,совмещенный,паркинг,nan,nan,False,2.95,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,29650000,False,2,False,"Можно под ипотеку 7-20-25 
документы выйдут 15 октября 
Дом построен 
Первоначальный взнос: 9.5 млн тенге 
Остальную сумму можно под ипотеку"
https://krisha.kz//a/show/679348430,3,4,5,nan,nan,62.5,Торайгырова Мустафина,Орбита-1 31,панельный,6.5,nan,хорошее,1974,nan,Алматы,Бостандыкский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,nan,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,43000000,False,18,False,"Уютная светлая квартира, в тихом дворе. Рядом стоянка под видеонаблюдением. Соседи старожилы."
https://krisha.kz//a/show/678965915,1,3,9,nan,nan,39.0,Тлендиева Дуйсенова,Тастак-2 21,панельный,9.0,nan,среднее,1986,nan,Алматы,Алмалинский,есть возможность подключения,проводной,nan,False,металлическая,совмещенный,nan,nan,линолеум,False,2.8,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,27700000,False,18,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, кладовка, счётчики.
Продам квартиру в нормальном состоянии. Без посредников! рассматриваю вариант в ипотеку. документы все в порядке, не в залоге, кладовка не разбита. торг минимальный! посмотреть можно в любое время с 10 до 19 по предварительному звонку."
https://krisha.kz//a/show/679522372,3,1,9,nan,nan,73.2,nan,Жетысу-3 7,кирпичный,nan,nan,nan,1994,nan,Алматы,Ауэзовский,nan,проводной,nan,False,nan,раздельный,рядом охраняемая стоянка,nan,nan,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,46000000,True,4,False,None
https://krisha.kz//a/show/678351477,1,4,12,Мкр Дарабоз,38,45.4,nan,nan,монолитный,15.1,25.0,хорошее,2022,Alatau City 2.0,Алматы,Алатауский,есть возможность подключения,nan,лоджия,False,металлическая,совмещенный,паркинг,без мебели,nan,False,2.8,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,23000000,False,0,False,"Неугловая, комнаты изолированы, кладовка, счётчики, тихий двор, удобно под коммерцию.
Продаем из за срочности. Цена отличная, отделка предчистовая."
