uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text
https://krisha.kz//a/show/676755188,2,3,9,nan,nan,62.8,nan,Зердели,монолитный,9.7,37.1,хорошее,2016,nan,Алматы,Алатауский,нет,через TV кабель,лоджия,False,металлическая,раздельный,nan,полностью,линолеум,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,28500000,False,8,False,None
https://krisha.kz//a/show/672654273,4,19,20,Абая,nan,104.0,Брусиловского,nan,монолитный,nan,nan,свободная планировка,2022,Terracotta,Алматы,Бостандыкский,nan,nan,несколько балконов или лоджий,True,металлическая,2 с/у и более,рядом охраняемая стоянка,nan,nan,False,3.0,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,60500000,False,4,False,"Пластиковые окна, неугловая, тихий двор.
Продам 4-х комнатную квартиру в ЖК Терракотта 1 -я очередь, ЖК сдан в эксплуатацию 2022 г. Свободная планировка, общ площадь 104 кв. м. ЖК Терракотта это новый современный и уникальный проект от компании ""КазахСтрой "" 20-этажных домов комфорт класса. в ЖК предусмотрено современный дизайн холлов, бесшумные скоростные лифты, закрытый двор, охраняемые территория, спортивные и развивающие площадки."
https://krisha.kz//a/show/676277797,2,5,5,Нурмакова,nan,66.0,nan,nan,кирпичный,14.0,nan,nan,1988,nan,Алматы,Алмалинский,отдельный,оптика,nan,True,металлическая,совмещенный,nan,nan,линолеум,False,2.8,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,37000000,False,25,False,"Тихий район, большая лоджия, обмен на 1-комнаиную с вашей доплатой"
https://krisha.kz//a/show/679104785,1,2,10,nan,nan,28.0,nan,Шугыла 14,монолитный,nan,nan,хорошее,2021,nan,Алматы,Наурызбайский,есть возможность подключения,проводной,nan,False,металлическая,nan,паркинг,nan,ламинат,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,17500000,False,7,False,"Мкр Шұғыла. Жунисова 14/7.квартира таза және жөндеу жұмыстарын қажет етпейді. Алам деушілер болса хабарлассаңыздар болады. . Апорт, Леруа, Марлен, Магнум, Цон, Больница, Акимат, Школы, Детский сад бәрі жақын жерде. Ипотекага алуга болады"
https://krisha.kz//a/show/678918756,2,3,7,Микрорайон Кайрат,303/5,68.2,Кульджинский тракт,nan,монолитный,16.2,nan,черновая отделка,2022,Tamarix City,Алматы,Турксибский,nan,nan,балкон,True,бронированная,совмещенный,рядом охраняемая стоянка,nan,nan,False,2.7,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,32500000,False,9,False,"Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, тихий двор.
Продается 2 комнатная квартира в предчистовой отделке. До центра города 15 минут. Можно в ипотеку. Дом уже сдан, можно заезжать и начать ремонт. Первая очередь, 1-ый корпус, окна смотрят на две стороны (север-юг) Рядом базар, автобусный парк, Магнум, зета, смол, автобус в любом направлений, детская площадка, асфальтированная дорога. Свет, лифт, большой подьезд. Поблизости ЖК Tamarix City есть рынок, разнопрофильные магазины, заведения общественного транспорта, заправочная станция, ТЦ. Преимущества: 💥 Детские и спортивные площадки; 💥 Экологически чистый район; 💥 Собственный наземный паркинг; 💥 Зоны для отдыха."
https://krisha.kz//a/show/678420787,1,2,10,Сейфуллина,51,42.5,Майбороды,nan,монолитный,nan,nan,nan,2021,Теремки,Алматы,Турксибский,nan,nan,лоджия,False,металлическая,совмещенный,рядом охраняемая стоянка,nan,ламинат,False,2.7,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,22000000,False,10,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.
Ведётся ремонт в с/у и смонтированы межкомнатные перегородки, смонтированы горячие и холодные воды и канализация. Установлены раковина и унитаз и ванное. Сделаны отделочные работы стен и монтаж освещение. дом почти готова под чистовую отделку. оставшиеся работы это, поклейка обоев стен, монтаж кафеля в с/у, монтаж ламината кухни и прихожки. ключи и все документы на руках, на ипотеку 24 млн."
https://krisha.kz//a/show/679472030,1,3,10,Жунисова,10,28.0,nan,Шугыла,монолитный,nan,20.0,хорошее,2020,Alma City,Алматы,Наурызбайский,есть возможность подключения,оптика,балкон и лоджия,False,металлическая,совмещенный,рядом охраняемая стоянка,nan,паркет,False,2.8,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18000000,False,6,False,Кухня-студия.
https://krisha.kz//a/show/677459962,1,4,5,Каирбекова,nan,33.2,Гоголя,nan,кирпичный,7.7,nan,хорошее,1986,nan,Алматы,Медеуский,отдельный,проводной,балкон,True,металлическая,совмещенный,рядом охраняемая стоянка,nan,линолеум,False,2.8,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,32000000,False,4,False,"Пластиковые окна, неугловая, улучшенная, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.
Не угловая, квартира тёплая в спальном районе. Солнечная сторона"
https://krisha.kz//a/show/675783193,1,6,6,Жуалы,22,42.4,Дихан,nan,монолитный,12.0,nan,свободная планировка,2022,Alma City,Алматы,Наурызбайский,nan,nan,лоджия,False,металлическая,раздельный,рядом охраняемая стоянка,nan,nan,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,17000000,False,4,False,"Пластиковые окна, тихий двор, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики.
Район, рядом ул. Абая, ТЦ АПОРТ, Меруа Мерлен, школа, садик"
https://krisha.kz//a/show/679471847,2,4,5,Серикова,49,52.0,Серикова,Кулагер,панельный,11.0,nan,хорошее,1991,nan,Алматы,Жетысуский,нет,проводной,балкон,True,металлическая,раздельный,nan,nan,линолеум,False,nan,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,35000000,False,7,False,None
