uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text
https://krisha.kz//a/show/678638336,1,1,6,Мкр Шугыла,nan,42.0,проспект Алатау,nan,монолитный,nan,nan,свободная планировка,2022,nan,Алматы,Наурызбайский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,2.8,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,20800000,False,4,False,"Неугловая, удобно под коммерцию.
Срочно! ключи на руках! Квартира в новом ЖК Алма Сити-4! Охраняемый жилой комплекс Удобно под коммерцию! Перспективный район, будет проходить метро."
https://krisha.kz//a/show/675959035,2,3,14,nan,nan,57.0,nan,Акбулак,монолитный,nan,nan,хорошее,2019,Алмалы,Алматы,Алатауский,нет,ADSL,лоджия,False,металлическая,nan,nan,nan,ламинат,False,2.7,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,42000000,False,15,False,"Пластиковые окна, улучшенная, новая сантехника, неугловая."
https://krisha.kz//a/show/679351900,4,11,12,Торайгырова,21/1,130.0,Мустафина,nan,монолитный,12.0,nan,хорошее,2020,Sholpan City,Алматы,Бостандыкский,nan,nan,балкон и лоджия,True,nan,2 с/у и более,паркинг,nan,ламинат,False,3.0,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,110000000,False,57,False,"-Общая квадратура составляет - 130 
-Имеется детская площадка во дворе. Территория полностью огражденная и круглосуточно охраняемая. Во дворе так же имеется спорт комплекс, внутри которого есть фитнес и большой бассейн. 
- На первых этажах расположены мини маркеты, кафешки, офисы и т.д. Сзади дома расположены садик и школа. 
- В шаговой доступности расположены школы, больницы, аптеки, ТРЦ Мега Планет. 
- Евроремонт. Свежий. Квартира поностью мебилированна. Потолки 3 метра. Имеется 2 санузла. Полы в прихожей и в комнатах, подогреваются отоплением. 
- Дата постройки ЖК Шолпан Сити 2020. Заехали 2021 осень."
https://krisha.kz//a/show/675535855,2,7,13,Майлина,54,67.0,nan,nan,монолитный,nan,nan,хорошее,2016,Радужный берег,Алматы,Турксибский,nan,nan,балкон,False,металлическая,раздельный,nan,nan,ламинат,False,2.8,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,40000000,False,11,False,"Пластиковые окна, неугловая, кухня-студия, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.
Квартира очень просторная, светлая, неугловая. Тёплая и уютная. Кухня студия, 2 целых спальня. есть ещё кладовая комната. Находятся недалеко от аэропорта, у озера. Дом качественный сейсмостойкий. местоположенйе рядом детские сады, школы, поликлиника, супермаркеты, кофейня. Очень удобная транспортная развязка в любое направление города. цена оканчательная."
https://krisha.kz//a/show/676323406,1,2,3,Черемушки,10,40.0,nan,Карасу,кирпичный,14.0,nan,хорошее,2007,nan,Алматы,Алатауский,есть возможность подключения,nan,nan,False,металлическая,совмещенный,паркинг,nan,ламинат,False,nan,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,22000000,False,13,False,"Кондиционер, пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, тихий двор, счётчики.
Квартира после ремонта в отличном состоянии. 2007 года постройки 1.5 кирпича дом очень тёплый. Есть собственная котельная. Тихий район. Хорошие соседи. Рядом магазин Смол базары барахолка Айнабулак."
https://krisha.kz//a/show/677665402,1,2,4,Бухтарминская,nan,42.6,Кульджинский тракт,nan,монолитный,13.7,nan,черновая отделка,2022,Атмосфера,Алматы,Турксибский,nan,nan,nan,False,nan,nan,паркинг,nan,nan,False,2.7,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,19000000,False,3,False,"Квартиру по переуступке права, первая очередь. сдача ноябрь 2022. возможна рассрочка 60/40. торг"
https://krisha.kz//a/show/678638350,3,7,12,Жамбыла,155,85.0,Байзакова,nan,монолитный,12.0,nan,хорошее,2020,Отау,Алматы,Алмалинский,nan,ADSL,балкон,True,металлическая,2 с/у и более,nan,nan,ламинат,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,78000000,False,18,False,Квартира в хорошем состоянии.
https://krisha.kz//a/show/678462727,2,11,16,Сатпаева,90/43а,60.0,nan,nan,монолитный,11.6,nan,черновая отделка,2022,Riviera,Алматы,Бостандыкский,nan,nan,nan,False,nan,nan,паркинг,nan,nan,False,3.0,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,45500000,False,3,False,"Продам квартиру в предчистовой отделке в одном из самом качественном ЖК от Bazis-A. Окна на юго-запад. квартира не угловая. Можно переделать в евротрешку. Продажа по переуступке прав. ключи ноябрь, декабрь 2022 года."
https://krisha.kz//a/show/679165222,1,2,13,Емцова,26,37.0,nan,nan,монолитный,nan,nan,свободная планировка,2023,nan,Алматы,Ауэзовский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,nan,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,17500000,False,2,False,"Adele Residence ЖК, сдача 23 год декабрь, находиться вдоль Алматинки (речки). Жк комфорт плюс. Только за наличку. После сдачи кв будет стоит 23 млн"
https://krisha.kz//a/show/676387410,1,3,9,Мкр,nan,25.0,nan,nan,монолитный,nan,nan,хорошее,2020,Vostochka.kz,Алматы,Медеуский,nan,nan,балкон,True,металлическая,совмещенный,nan,nan,ламинат,False,2.7,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,18000000,True,9,False,"Квартира вся мебелированная( новая). Вся бытовая техника (новая). Всё остаётся. Балкон застеклен. Уютная, тёплая. Соседи хорошие. 📌📌📌 РИЕЛТОРАМ ПРОСЬБА НЕ БЕСПОКОИТЬ ‼️‼️‼️"
