uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text
https://krisha.kz//a/show/679356848,2,2,5,nan,nan,63.0,nan,Саялы,монолитный,9.0,nan,хорошее,2014,nan,Алматы,Алатауский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,nan,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,29900000,False,3,False,None
https://krisha.kz//a/show/678463427,1,3,9,Алтын орда,133,33.0,nan,nan,монолитный,nan,nan,nan,2022,Alma City,Алматы,Наурызбайский,нет,nan,балкон,False,металлическая,совмещенный,nan,nan,nan,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,16500000,False,6,False,Представляем вашему вниманию новую квартиру в жк Алма Сити. Светлая квартира с квадратурой 31 м^2. Кухня студия и отличная инфраструктура. Кв. в черн. отделке.
https://krisha.kz//a/show/677602982,2,5,5,Утеген батыра,102,53.0,Кабдолова,Сайран,панельный,12.0,nan,хорошее,1982,nan,Алматы,Ауэзовский,отдельный,nan,балкон,True,металлическая,раздельный,nan,полностью,ламинат,False,nan,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,False,34900000,False,9,False,"Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор, кондиционер.
Продам 2-х комнатную улучшенную квартиру, мебилированная, уютная, светлая тёплая, без долгов, не в залоге. Тихий двор, хорошие соседи, мы были одни хозяева данной квартиры. 
 Квартира находится на Мате-Залки-Маречека, напротив Гранд Парка, рядом школы, детсады, много магазинов, базар. кинотеатр, автовокзал недалеко. 
Продаём в связи с переездом. 
рассмотрим варианты обмена. 
Все вопросы по телефону."
https://krisha.kz//a/show/676237363,3,7,9,nan,nan,76.0,nan,Жас Канат 1,монолитный,nan,nan,среднее,2015,nan,Алматы,Турксибский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,nan,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,38000000,False,7,False,None
https://krisha.kz//a/show/679356755,2,5,19,Брусиловского,167,69.0,nan,nan,монолитный,nan,nan,nan,2012,Алтын Булак,Алматы,Алмалинский,отдельный,проводной,лоджия,True,металлическая,2 с/у и более,рядом охраняемая стоянка,nan,ламинат,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,50000000,False,11,False,"Продам 2 комнатную квартиру в отличном состоянии, после косметического ремонта"
https://krisha.kz//a/show/679356720,1,2,4,nan,nan,48.0,nan,Зердели,монолитный,18.0,nan,хорошее,2014,nan,Алматы,Алатауский,nan,nan,балкон,False,металлическая,совмещенный,nan,nan,ламинат,False,2.8,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,28000000,False,10,False,"Кондиционер, пластиковые окна, неугловая, встроенная кухня, новая сантехника, счётчики.
Продам 1 комнатную квартиру со свежим ремонтом. Во время ремонта были заменены все электричество, сантехника. Солнечная сторона, зимой в кв жарко. Есть кондер. Балкон утеплён. Дом находится в доль дороги Момышулы остановка в 20 метрах от дома. Рядом с домом садики, школа, поликлиника, магазин Соседи очень хорошие. Встроенная кухня."
https://krisha.kz//a/show/678115601,1,5,5,Пушкина,5,42.9,nan,nan,панельный,12.2,nan,хорошее,1988,nan,Алматы,Медеуский,отдельный,nan,балкон,True,металлическая,совмещенный,nan,nan,линолеум,False,2.0,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,25000000,False,5,False,"Пластиковые окна, улучшенная, комнаты изолированы, тихий двор.
Теплая большая можно задействовать лестничную площадку рядом зелёный рынок весь транспорт на все направления тихий двор есть где не боясь гулять детям"
https://krisha.kz//a/show/677675851,3,8,9,nan,nan,75.0,Саина,Мамыр-4,монолитный,13.0,nan,хорошее,2005,nan,Алматы,Ауэзовский,есть возможность подключения,через TV кабель,балкон,True,металлическая,раздельный,рядом охраняемая стоянка,nan,ламинат,False,2.8,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,47500000,False,3,False,"Кондиционер, пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор.
Продаём 3-х комнатную квартиру с хорошим ремонтом. Готова к переезду. Продаём связи с переездом. Риэлторов прошу не беспокоит. Цена может меняться на момент продажи в зависимости от курса доллара."
https://krisha.kz//a/show/679529878,2,3,7,Кажымукана,59,89.0,nan,Горный Гигант,монолитный,nan,nan,черновая отделка,2018,Ile de France,Алматы,Медеуский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,3.3,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,90000000,False,0,False,None
https://krisha.kz//a/show/679356605,2,8,10,Жунисова,14/8,71.3,nan,nan,монолитный,43.0,nan,хорошее,2019,Alma City,Алматы,Наурызбайский,есть возможность подключения,через TV кабель,nan,False,металлическая,раздельный,nan,nan,линолеум,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,38000000,False,16,False,"Здравствуйте! Продаём квартиру. В хорошем состоянии. Ремонт свежий, заселяйся и живи. Район новостройки, во круг все застраивается. Рядом Апорт, Алтын Орда базар. Школы и сады."
https://krisha.kz//a/show/677192496,3,6,6,nan,nan,104.0,nan,Кокжиек 46,монолитный,20.0,84.0,хорошее,2009,nan,Алматы,Жетысуский,есть возможность подключения,ADSL,несколько балконов или лоджий,True,деревянная,2 с/у и более,nan,полностью,ламинат,False,3.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,45000000,False,10,False,"Новая сантехника, счётчики, тихий двор, кондиционер.
3-х комнатную квартиру в жетысуском районе (мкр Кокжиек) квартира в отличном состоянии. все документы в порядке. обмен на спецтехнику автокраны от 25т"
https://krisha.kz//a/show/679170532,3,6,6,Жунисова,10,79.0,nan,Шугыла,монолитный,10.0,nan,черновая отделка,2019,Alma City,Алматы,Наурызбайский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,26000000,True,7,False,"Продам квартиру, в черновой отделке. Квартира очень теплая."
